"['atom A', 'A no.', 'B no.', 'Distance (A)']"
"['Ti', 237, 'O', 285, 2.192]"
"['Ti', 237, 'O', 584, 2.165]"
"['Ti', 237, 'O', 585, 1.816]"
"['Ti', 237, 'O', 586, 1.86]"
"['Ti', 237, 'O', 587, 2.195]"
"['Ti', 237, 'O', 601, 2.19]"
"['Ti', 238, 'O', 288, 2.189]"
"['Ti', 238, 'O', 587, 2.026]"
"['Ti', 238, 'O', 588, 1.86]"
"['Ti', 238, 'O', 589, 2.185]"
"['Ti', 238, 'O', 590, 2.055]"
"['Ti', 238, 'O', 604, 2.167]"
"['Ti', 239, 'O', 291, 2.143]"
"['Ti', 239, 'O', 590, 1.622]"
"['Ti', 239, 'O', 591, 2.005]"
"['Ti', 239, 'O', 592, 2.196]"
"['Ti', 239, 'O', 593, 2.152]"
"['Ti', 239, 'O', 607, 2.167]"
"['Ti', 240, 'O', 294, 2.199]"
"['Ti', 240, 'O', 581, 1.871]"
"['Ti', 240, 'O', 593, 2.153]"
"['Ti', 240, 'O', 594, 1.885]"
"['Ti', 240, 'O', 595, 2.2]"
"['Ti', 240, 'O', 610, 1.772]"
"['Ti', 241, 'O', 297, 2.193]"
"['Ti', 241, 'O', 597, 2.016]"
"['Ti', 241, 'O', 598, 1.95]"
"['Ti', 241, 'O', 599, 2.195]"
"['Ti', 241, 'O', 613, 2.139]"
"['Ti', 242, 'O', 300, 2.015]"
"['Ti', 242, 'O', 599, 2.111]"
"['Ti', 242, 'O', 600, 2.182]"
"['Ti', 242, 'O', 601, 2.132]"
"['Ti', 242, 'O', 602, 1.871]"
"['Ti', 242, 'O', 616, 2.007]"
"['Ti', 243, 'O', 303, 2.181]"
"['Ti', 243, 'O', 602, 2.097]"
"['Ti', 243, 'O', 603, 2.038]"
"['Ti', 243, 'O', 604, 1.866]"
"['Ti', 243, 'O', 605, 1.842]"
"['Ti', 243, 'O', 619, 1.941]"
"['Ti', 244, 'O', 306, 2.16]"
"['Ti', 244, 'O', 605, 2.169]"
"['Ti', 244, 'O', 606, 1.833]"
"['Ti', 244, 'O', 607, 1.76]"
"['Ti', 244, 'O', 608, 1.846]"
"['Ti', 244, 'O', 622, 2.199]"
"['Ti', 245, 'O', 596, 1.801]"
"['Ti', 245, 'O', 608, 2.194]"
"['Ti', 245, 'O', 609, 2.065]"
"['Ti', 245, 'O', 610, 2.028]"
"['Ti', 245, 'O', 625, 2.095]"
"['Ti', 246, 'O', 312, 1.9]"
"['Ti', 246, 'O', 612, 2.197]"
"['Ti', 246, 'O', 613, 2.165]"
"['Ti', 246, 'O', 614, 2.079]"
"['Ti', 247, 'O', 315, 1.825]"
"['Ti', 247, 'O', 614, 2.007]"
"['Ti', 247, 'O', 615, 2.189]"
"['Ti', 247, 'O', 616, 2.197]"
"['Ti', 247, 'O', 617, 2.159]"
"['Ti', 248, 'O', 559, 2.189]"
"['Ti', 248, 'O', 617, 1.679]"
"['Ti', 248, 'O', 618, 2.011]"
"['Ti', 248, 'O', 619, 1.822]"
"['Ti', 248, 'O', 620, 2.167]"
"['Ti', 249, 'O', 321, 1.835]"
"['Ti', 249, 'O', 620, 1.995]"
"['Ti', 249, 'O', 621, 1.855]"
"['Ti', 249, 'O', 622, 1.853]"
"['Ti', 249, 'O', 623, 1.853]"
"['Ti', 250, 'O', 324, 2.028]"
"['Ti', 250, 'O', 611, 1.603]"
"['Ti', 250, 'O', 623, 2.189]"
"['Ti', 250, 'O', 624, 2.182]"
"['Ti', 250, 'O', 625, 1.875]"
