"['atom A', 'A no.', 'B no.', 'Distance (A)']"
"['Sr', 148, 'Ti', 1103, 3.345]"
"['Sr', 148, 'Ti', 1104, 3.34]"
"['Sr', 148, 'Ti', 1321, 3.327]"
"['Sr', 149, 'Ti', 1098, 3.503]"
"['Sr', 149, 'Ti', 1104, 3.351]"
"['Sr', 149, 'Ti', 1303, 2.962]"
"['Sr', 149, 'Ti', 1349, 3.347]"
"['Sr', 150, 'Ti', 1099, 3.456]"
"['Sr', 150, 'Ti', 1105, 3.413]"
"['Sr', 150, 'Ti', 1234, 3.406]"
"['Sr', 150, 'Ti', 1303, 3.477]"
"['Sr', 150, 'Ti', 1349, 3.419]"
"['Sr', 151, 'Ti', 1039, 3.547]"
"['Sr', 151, 'Ti', 1105, 3.344]"
"['Sr', 151, 'Ti', 1234, 3.305]"
"['Sr', 152, 'Ti', 1032, 3.431]"
"['Sr', 152, 'Ti', 1280, 3.452]"
"['Sr', 152, 'Ti', 1288, 3.447]"
"['Sr', 152, 'Ti', 1514, 3.412]"
"['Sr', 152, 'Ti', 1577, 3.505]"
"['Sr', 153, 'Ti', 1033, 3.392]"
"['Sr', 153, 'Ti', 1100, 3.369]"
"['Sr', 153, 'Ti', 1288, 3.342]"
"['Sr', 153, 'Ti', 1311, 3.422]"
"['Sr', 153, 'Ti', 1514, 3.425]"
"['Sr', 153, 'Ti', 1577, 3.668]"
"['Sr', 154, 'Ti', 1027, 3.387]"
"['Sr', 154, 'Ti', 1033, 3.35]"
"['Sr', 154, 'Ti', 1034, 3.29]"
"['Sr', 154, 'Ti', 1100, 3.44]"
"['Sr', 154, 'Ti', 1101, 3.543]"
"['Sr', 154, 'Ti', 1108, 3.301]"
"['Sr', 154, 'Ti', 1311, 3.359]"
"['Sr', 155, 'Ti', 1027, 3.529]"
"['Sr', 155, 'Ti', 1034, 3.35]"
"['Sr', 155, 'Ti', 1035, 3.405]"
"['Sr', 155, 'Ti', 1101, 3.376]"
"['Sr', 155, 'Ti', 1108, 3.47]"
"['Sr', 155, 'Ti', 1607, 3.374]"
"['Sr', 156, 'Ti', 1025, 3.396]"
"['Sr', 156, 'Ti', 1035, 3.318]"
"['Sr', 156, 'Ti', 1036, 3.312]"
"['Sr', 156, 'Ti', 1110, 3.4]"
"['Sr', 156, 'Ti', 1345, 3.498]"
"['Sr', 156, 'Ti', 1607, 3.418]"
"['Sr', 157, 'Ti', 1025, 3.406]"
"['Sr', 157, 'Ti', 1036, 3.286]"
"['Sr', 157, 'Ti', 1103, 3.482]"
"['Sr', 157, 'Ti', 1110, 3.39]"
"['Sr', 157, 'Ti', 1111, 3.33]"
"['Sr', 157, 'Ti', 1321, 3.424]"
"['Sr', 157, 'Ti', 1345, 3.763]"
"['Sr', 158, 'Ti', 1103, 3.483]"
"['Sr', 158, 'Ti', 1104, 3.368]"
"['Sr', 158, 'Ti', 1111, 3.438]"
"['Sr', 158, 'Ti', 1321, 3.464]"
"['Sr', 159, 'Ti', 1104, 3.558]"
"['Sr', 159, 'Ti', 1113, 3.417]"
"['Sr', 159, 'Ti', 1349, 3.354]"
"['Sr', 159, 'Ti', 1512, 3.297]"
"['Sr', 160, 'Ti', 1039, 3.509]"
"['Sr', 160, 'Ti', 1105, 3.321]"
"['Sr', 160, 'Ti', 1113, 3.46]"
"['Sr', 160, 'Ti', 1234, 3.358]"
"['Sr', 160, 'Ti', 1349, 3.38]"
"['Sr', 160, 'Ti', 1512, 3.398]"
"['Sr', 161, 'Ti', 1039, 3.425]"
"['Sr', 161, 'Ti', 1048, 3.421]"
"['Sr', 162, 'Ti', 1032, 3.423]"
"['Sr', 162, 'Ti', 1235, 3.376]"
"['Sr', 162, 'Ti', 1280, 3.358]"
"['Sr', 162, 'Ti', 1577, 3.495]"
"['Sr', 163, 'Ti', 1033, 3.363]"
"['Sr', 163, 'Ti', 1311, 3.773]"
"['Sr', 163, 'Ti', 1577, 3.716]"
"['Sr', 164, 'Ti', 1033, 3.437]"
"['Sr', 164, 'Ti', 1034, 3.358]"
"['Sr', 164, 'Ti', 1042, 3.388]"
"['Sr', 164, 'Ti', 1108, 3.482]"
"['Sr', 164, 'Ti', 1311, 3.574]"
"['Sr', 164, 'Ti', 1404, 3.452]"
"['Sr', 165, 'Ti', 1034, 3.49]"
"['Sr', 165, 'Ti', 1035, 3.351]"
"['Sr', 165, 'Ti', 1042, 3.522]"
"['Sr', 165, 'Ti', 1043, 3.284]"
"['Sr', 165, 'Ti', 1108, 3.822]"
"['Sr', 165, 'Ti', 1115, 3.261]"
"['Sr', 165, 'Ti', 1404, 3.4]"
"['Sr', 165, 'Ti', 1607, 3.231]"
"['Sr', 166, 'Ti', 1035, 3.334]"
"['Sr', 166, 'Ti', 1036, 3.386]"
"['Sr', 166, 'Ti', 1043, 3.414]"
"['Sr', 166, 'Ti', 1044, 3.485]"
"['Sr', 166, 'Ti', 1110, 3.339]"
"['Sr', 166, 'Ti', 1115, 3.463]"
"['Sr', 166, 'Ti', 1116, 3.395]"
"['Sr', 166, 'Ti', 1607, 3.317]"
"['Sr', 167, 'Ti', 1036, 3.482]"
"['Sr', 167, 'Ti', 1044, 3.41]"
"['Sr', 167, 'Ti', 1045, 3.379]"
"['Sr', 167, 'Ti', 1110, 3.441]"
"['Sr', 167, 'Ti', 1111, 3.495]"
"['Sr', 167, 'Ti', 1116, 3.369]"
"['Sr', 167, 'Ti', 1117, 3.255]"
"['Sr', 168, 'Ti', 1045, 3.4]"
"['Sr', 168, 'Ti', 1046, 3.548]"
"['Sr', 168, 'Ti', 1111, 3.559]"
"['Sr', 168, 'Ti', 1117, 3.382]"
"['Sr', 168, 'Ti', 1118, 3.408]"
"['Sr', 169, 'Ti', 1046, 3.534]"
"['Sr', 169, 'Ti', 1047, 3.272]"
"['Sr', 169, 'Ti', 1113, 3.47]"
"['Sr', 169, 'Ti', 1118, 3.371]"
"['Sr', 169, 'Ti', 1460, 3.408]"
"['Sr', 169, 'Ti', 1512, 3.452]"
"['Sr', 170, 'Ti', 1039, 3.5]"
"['Sr', 170, 'Ti', 1047, 2.973]"
"['Sr', 170, 'Ti', 1048, 3.58]"
"['Sr', 170, 'Ti', 1113, 3.439]"
"['Sr', 170, 'Ti', 1460, 3.479]"
"['Sr', 170, 'Ti', 1512, 3.341]"
"['Sr', 171, 'Ti', 1114, 3.508]"
"['Sr', 171, 'Ti', 1235, 3.449]"
"['Sr', 171, 'Ti', 1255, 3.519]"
"['Sr', 172, 'Ti', 1049, 3.493]"
"['Sr', 172, 'Ti', 1114, 3.5]"
"['Sr', 172, 'Ti', 1235, 3.462]"
"['Sr', 172, 'Ti', 1255, 3.529]"
"['Sr', 173, 'Ti', 1049, 3.696]"
"['Sr', 174, 'Ti', 1042, 3.36]"
"['Sr', 174, 'Ti', 1051, 3.597]"
"['Sr', 174, 'Ti', 1404, 3.395]"
"['Sr', 175, 'Ti', 1042, 3.454]"
"['Sr', 175, 'Ti', 1043, 3.342]"
"['Sr', 175, 'Ti', 1051, 3.367]"
"['Sr', 175, 'Ti', 1052, 3.367]"
"['Sr', 175, 'Ti', 1115, 3.377]"
"['Sr', 175, 'Ti', 1404, 3.424]"
"['Sr', 175, 'Ti', 1649, 3.838]"
"['Sr', 176, 'Ti', 1043, 3.526]"
"['Sr', 176, 'Ti', 1044, 3.813]"
"['Sr', 176, 'Ti', 1052, 3.368]"
"['Sr', 176, 'Ti', 1115, 3.447]"
"['Sr', 176, 'Ti', 1116, 3.363]"
"['Sr', 176, 'Ti', 1123, 2.986]"
"['Sr', 176, 'Ti', 1359, 3.452]"
"['Sr', 176, 'Ti', 1649, 3.447]"
"['Sr', 177, 'Ti', 1031, 3.363]"
"['Sr', 177, 'Ti', 1044, 3.528]"
"['Sr', 177, 'Ti', 1045, 3.299]"
"['Sr', 177, 'Ti', 1053, 3.413]"
"['Sr', 177, 'Ti', 1116, 3.321]"
"['Sr', 177, 'Ti', 1117, 3.419]"
"['Sr', 177, 'Ti', 1123, 3.022]"
"['Sr', 177, 'Ti', 1359, 3.356]"
"['Sr', 178, 'Ti', 1031, 3.36]"
"['Sr', 178, 'Ti', 1045, 3.357]"
"['Sr', 178, 'Ti', 1046, 3.729]"
"['Sr', 178, 'Ti', 1053, 3.292]"
"['Sr', 178, 'Ti', 1054, 2.992]"
"['Sr', 178, 'Ti', 1117, 3.555]"
"['Sr', 178, 'Ti', 1118, 3.327]"
"['Sr', 178, 'Ti', 1386, 3.398]"
"['Sr', 179, 'Ti', 1046, 3.648]"
"['Sr', 179, 'Ti', 1047, 3.319]"
"['Sr', 179, 'Ti', 1054, 3.35]"
"['Sr', 179, 'Ti', 1055, 2.955]"
"['Sr', 179, 'Ti', 1118, 3.65]"
"['Sr', 179, 'Ti', 1386, 3.662]"
"['Sr', 179, 'Ti', 1460, 3.596]"
"['Sr', 179, 'Ti', 1583, 3.041]"
"['Sr', 180, 'Ti', 1047, 3.263]"
"['Sr', 180, 'Ti', 1048, 3.617]"
"['Sr', 180, 'Ti', 1055, 3.598]"
"['Sr', 180, 'Ti', 1056, 3.515]"
"['Sr', 180, 'Ti', 1126, 3.481]"
"['Sr', 180, 'Ti', 1460, 3.358]"
"['Sr', 180, 'Ti', 1583, 3.364]"
"['Sr', 181, 'Ti', 1056, 3.381]"
"['Sr', 181, 'Ti', 1065, 3.323]"
"['Sr', 181, 'Ti', 1126, 3.514]"
"['Sr', 181, 'Ti', 1573, 3.529]"
"['Sr', 182, 'Ti', 1049, 3.499]"
"['Sr', 182, 'Ti', 1057, 3.444]"
"['Sr', 182, 'Ti', 1114, 3.326]"
"['Sr', 182, 'Ti', 1127, 3.44]"
"['Sr', 182, 'Ti', 1193, 3.395]"
"['Sr', 182, 'Ti', 1255, 3.337]"
"['Sr', 183, 'Ti', 1049, 3.69]"
"['Sr', 183, 'Ti', 1057, 3.457]"
"['Sr', 183, 'Ti', 1058, 3.527]"
"['Sr', 183, 'Ti', 1149, 3.47]"
"['Sr', 184, 'Ti', 1051, 3.331]"
"['Sr', 184, 'Ti', 1058, 3.525]"
"['Sr', 184, 'Ti', 1059, 3.466]"
"['Sr', 184, 'Ti', 1120, 3.682]"
"['Sr', 184, 'Ti', 1149, 3.344]"
"['Sr', 185, 'Ti', 1051, 3.247]"
"['Sr', 185, 'Ti', 1052, 3.395]"
"['Sr', 185, 'Ti', 1059, 3.699]"
"['Sr', 185, 'Ti', 1077, 3.347]"
"['Sr', 185, 'Ti', 1120, 3.433]"
"['Sr', 185, 'Ti', 1130, 3.315]"
"['Sr', 185, 'Ti', 1649, 3.409]"
"['Sr', 186, 'Ti', 1052, 3.286]"
"['Sr', 186, 'Ti', 1061, 3.398]"
"['Sr', 186, 'Ti', 1077, 3.587]"
"['Sr', 186, 'Ti', 1123, 3.258]"
"['Sr', 186, 'Ti', 1130, 3.439]"
"['Sr', 186, 'Ti', 1131, 3.567]"
"['Sr', 186, 'Ti', 1359, 3.542]"
"['Sr', 186, 'Ti', 1649, 3.199]"
"['Sr', 187, 'Ti', 1031, 3.124]"
"['Sr', 187, 'Ti', 1053, 3.418]"
"['Sr', 187, 'Ti', 1061, 3.557]"
"['Sr', 187, 'Ti', 1062, 3.177]"
"['Sr', 187, 'Ti', 1123, 3.331]"
"['Sr', 187, 'Ti', 1131, 3.563]"
"['Sr', 187, 'Ti', 1132, 3.201]"
"['Sr', 187, 'Ti', 1359, 3.841]"
"['Sr', 188, 'Ti', 1031, 3.334]"
"['Sr', 188, 'Ti', 1053, 3.508]"
"['Sr', 188, 'Ti', 1054, 3.486]"
"['Sr', 188, 'Ti', 1062, 3.62]"
"['Sr', 188, 'Ti', 1063, 3.734]"
"['Sr', 188, 'Ti', 1132, 3.653]"
"['Sr', 188, 'Ti', 1133, 3.185]"
"['Sr', 188, 'Ti', 1386, 3.199]"
"['Sr', 189, 'Ti', 1054, 3.758]"
"['Sr', 189, 'Ti', 1055, 3.667]"
"['Sr', 189, 'Ti', 1063, 3.353]"
"['Sr', 189, 'Ti', 1064, 3.257]"
"['Sr', 189, 'Ti', 1086, 3.507]"
"['Sr', 189, 'Ti', 1133, 3.234]"
"['Sr', 189, 'Ti', 1386, 3.51]"
"['Sr', 189, 'Ti', 1583, 3.244]"
"['Sr', 190, 'Ti', 1055, 3.521]"
"['Sr', 190, 'Ti', 1056, 3.402]"
"['Sr', 190, 'Ti', 1064, 3.267]"
"['Sr', 190, 'Ti', 1065, 3.563]"
"['Sr', 190, 'Ti', 1086, 3.484]"
"['Sr', 190, 'Ti', 1126, 3.625]"
"['Sr', 190, 'Ti', 1573, 3.841]"
"['Sr', 190, 'Ti', 1583, 3.285]"
"['Sr', 191, 'Ti', 1066, 3.369]"
"['Sr', 191, 'Ti', 1127, 3.231]"
"['Sr', 191, 'Ti', 1193, 3.419]"
"['Sr', 192, 'Ti', 1057, 3.273]"
"['Sr', 192, 'Ti', 1066, 3.271]"
"['Sr', 192, 'Ti', 1067, 3.005]"
"['Sr', 192, 'Ti', 1127, 3.545]"
"['Sr', 192, 'Ti', 1135, 3.842]"
"['Sr', 192, 'Ti', 1193, 3.085]"
"['Sr', 193, 'Ti', 1057, 3.356]"
"['Sr', 193, 'Ti', 1058, 3.287]"
"['Sr', 193, 'Ti', 1067, 3.166]"
"['Sr', 193, 'Ti', 1135, 3.582]"
"['Sr', 193, 'Ti', 1136, 3.841]"
"['Sr', 193, 'Ti', 1149, 3.564]"
"['Sr', 193, 'Ti', 1429, 3.243]"
"['Sr', 194, 'Ti', 1058, 3.397]"
"['Sr', 194, 'Ti', 1059, 3.006]"
"['Sr', 194, 'Ti', 1088, 3.154]"
"['Sr', 194, 'Ti', 1120, 3.663]"
"['Sr', 194, 'Ti', 1136, 3.578]"
"['Sr', 194, 'Ti', 1149, 3.558]"
"['Sr', 194, 'Ti', 1279, 3.334]"
"['Sr', 194, 'Ti', 1429, 3.519]"
"['Sr', 195, 'Ti', 1059, 2.985]"
"['Sr', 195, 'Ti', 1068, 3.515]"
"['Sr', 195, 'Ti', 1077, 3.513]"
"['Sr', 195, 'Ti', 1088, 3.363]"
"['Sr', 195, 'Ti', 1120, 3.364]"
"['Sr', 195, 'Ti', 1130, 3.528]"
"['Sr', 195, 'Ti', 1279, 3.547]"
"['Sr', 195, 'Ti', 1592, 3.253]"
"['Sr', 196, 'Ti', 1061, 3.421]"
"['Sr', 196, 'Ti', 1068, 3.611]"
"['Sr', 196, 'Ti', 1077, 3.587]"
"['Sr', 196, 'Ti', 1130, 2.963]"
"['Sr', 196, 'Ti', 1131, 3.028]"
"['Sr', 196, 'Ti', 1138, 3.419]"
"['Sr', 196, 'Ti', 1250, 3.702]"
"['Sr', 196, 'Ti', 1592, 3.513]"
"['Sr', 197, 'Ti', 1061, 3.475]"
"['Sr', 197, 'Ti', 1062, 2.953]"
"['Sr', 197, 'Ti', 1069, 3.208]"
"['Sr', 197, 'Ti', 1131, 3.455]"
"['Sr', 197, 'Ti', 1132, 3.395]"
"['Sr', 197, 'Ti', 1138, 3.476]"
"['Sr', 197, 'Ti', 1139, 3.521]"
"['Sr', 197, 'Ti', 1250, 3.299]"
"['Sr', 198, 'Ti', 1062, 3.277]"
"['Sr', 198, 'Ti', 1063, 3.696]"
"['Sr', 198, 'Ti', 1069, 3.362]"
"['Sr', 198, 'Ti', 1132, 3.385]"
"['Sr', 198, 'Ti', 1133, 3.18]"
"['Sr', 198, 'Ti', 1139, 3.753]"
"['Sr', 198, 'Ti', 1140, 3.282]"
"['Sr', 199, 'Ti', 1063, 3.374]"
"['Sr', 199, 'Ti', 1064, 3.254]"
"['Sr', 199, 'Ti', 1070, 3.048]"
"['Sr', 199, 'Ti', 1086, 3.608]"
"['Sr', 199, 'Ti', 1133, 3.442]"
"['Sr', 199, 'Ti', 1140, 3.645]"
"['Sr', 199, 'Ti', 1585, 3.778]"
"['Sr', 200, 'Ti', 1064, 3.584]"
"['Sr', 200, 'Ti', 1065, 3.462]"
"['Sr', 200, 'Ti', 1070, 3.33]"
"['Sr', 200, 'Ti', 1071, 3.206]"
"['Sr', 200, 'Ti', 1086, 3.489]"
"['Sr', 200, 'Ti', 1573, 3.39]"
"['Sr', 200, 'Ti', 1585, 3.537]"
"['Sr', 201, 'Ti', 1072, 3.249]"
"['Sr', 202, 'Ti', 1072, 3.393]"
"['Sr', 202, 'Ti', 1073, 3.352]"
"['Sr', 202, 'Ti', 1442, 3.418]"
"['Sr', 203, 'Ti', 1073, 3.338]"
"['Sr', 203, 'Ti', 1074, 3.616]"
"['Sr', 203, 'Ti', 1442, 3.481]"
"['Sr', 204, 'Ti', 1074, 3.275]"
"['Sr', 204, 'Ti', 1075, 3.668]"
"['Sr', 204, 'Ti', 1143, 3.389]"
"['Sr', 205, 'Ti', 1075, 3.503]"
"['Sr', 205, 'Ti', 1076, 3.277]"
"['Sr', 205, 'Ti', 1143, 3.044]"
"['Sr', 205, 'Ti', 1144, 3.425]"
"['Sr', 206, 'Ti', 1138, 3.433]"
"['Sr', 206, 'Ti', 1207, 2.958]"
"['Sr', 206, 'Ti', 1247, 3.105]"
"['Sr', 206, 'Ti', 1592, 3.741]"
"['Sr', 207, 'Ti', 1078, 3.589]"
"['Sr', 207, 'Ti', 1145, 3.009]"
"['Sr', 207, 'Ti', 1318, 3.316]"
"['Sr', 207, 'Ti', 1526, 3.208]"
"['Sr', 208, 'Ti', 1139, 3.226]"
"['Sr', 208, 'Ti', 1140, 3.494]"
"['Sr', 208, 'Ti', 1208, 3.285]"
"['Sr', 208, 'Ti', 1209, 3.458]"
"['Sr', 209, 'Ti', 1140, 3.383]"
"['Sr', 209, 'Ti', 1209, 3.29]"
"['Sr', 209, 'Ti', 1585, 3.412]"
"['Sr', 210, 'Ti', 1080, 3.218]"
"['Sr', 211, 'Ti', 1072, 3.323]"
"['Sr', 211, 'Ti', 1081, 3.35]"
"['Sr', 212, 'Ti', 1072, 3.406]"
"['Sr', 212, 'Ti', 1073, 3.486]"
"['Sr', 212, 'Ti', 1081, 3.428]"
"['Sr', 212, 'Ti', 1165, 3.451]"
"['Sr', 212, 'Ti', 1442, 3.377]"
"['Sr', 213, 'Ti', 1073, 3.343]"
"['Sr', 213, 'Ti', 1074, 3.371]"
"['Sr', 213, 'Ti', 1082, 3.266]"
"['Sr', 213, 'Ti', 1152, 3.606]"
"['Sr', 213, 'Ti', 1165, 3.471]"
"['Sr', 213, 'Ti', 1442, 3.59]"
"['Sr', 214, 'Ti', 1074, 3.434]"
"['Sr', 214, 'Ti', 1075, 3.625]"
"['Sr', 214, 'Ti', 1082, 3.614]"
"['Sr', 214, 'Ti', 1083, 2.982]"
"['Sr', 214, 'Ti', 1143, 3.109]"
"['Sr', 214, 'Ti', 1150, 3.356]"
"['Sr', 214, 'Ti', 1152, 3.263]"
"['Sr', 215, 'Ti', 1075, 3.426]"
"['Sr', 215, 'Ti', 1076, 2.98]"
"['Sr', 215, 'Ti', 1083, 3.264]"
"['Sr', 215, 'Ti', 1084, 3.407]"
"['Sr', 215, 'Ti', 1143, 3.005]"
"['Sr', 215, 'Ti', 1144, 3.232]"
"['Sr', 215, 'Ti', 1150, 3.449]"
"['Sr', 215, 'Ti', 1151, 3.639]"
"['Sr', 216, 'Ti', 1050, 3.416]"
"['Sr', 216, 'Ti', 1076, 2.954]"
"['Sr', 216, 'Ti', 1084, 3.598]"
"['Sr', 216, 'Ti', 1144, 3.222]"
"['Sr', 216, 'Ti', 1145, 3.329]"
"['Sr', 216, 'Ti', 1151, 3.628]"
"['Sr', 216, 'Ti', 1318, 3.291]"
"['Sr', 217, 'Ti', 1050, 3.354]"
"['Sr', 217, 'Ti', 1078, 3.611]"
"['Sr', 217, 'Ti', 1085, 3.522]"
"['Sr', 217, 'Ti', 1121, 3.186]"
"['Sr', 217, 'Ti', 1145, 3.12]"
"['Sr', 217, 'Ti', 1318, 3.49]"
"['Sr', 217, 'Ti', 1526, 3.492]"
"['Sr', 218, 'Ti', 1037, 3.492]"
"['Sr', 218, 'Ti', 1078, 3.078]"
"['Sr', 218, 'Ti', 1079, 3.555]"
"['Sr', 218, 'Ti', 1085, 3.314]"
"['Sr', 218, 'Ti', 1121, 3.325]"
"['Sr', 218, 'Ti', 1526, 2.959]"
"['Sr', 219, 'Ti', 1037, 3.351]"
"['Sr', 219, 'Ti', 1079, 3.387]"
"['Sr', 220, 'Ti', 1030, 3.261]"
"['Sr', 220, 'Ti', 1080, 3.318]"
"['Sr', 221, 'Ti', 1081, 3.251]"
"['Sr', 221, 'Ti', 1087, 3.325]"
"['Sr', 222, 'Ti', 1081, 3.402]"
"['Sr', 222, 'Ti', 1087, 3.54]"
"['Sr', 222, 'Ti', 1165, 3.411]"
"['Sr', 223, 'Ti', 1082, 3.278]"
"['Sr', 223, 'Ti', 1152, 3.73]"
"['Sr', 223, 'Ti', 1164, 3.556]"
"['Sr', 223, 'Ti', 1165, 3.49]"
"['Sr', 223, 'Ti', 1515, 3.415]"
"['Sr', 224, 'Ti', 1028, 3.294]"
"['Sr', 224, 'Ti', 1082, 3.463]"
"['Sr', 224, 'Ti', 1083, 3.394]"
"['Sr', 224, 'Ti', 1150, 3.476]"
"['Sr', 224, 'Ti', 1152, 3.184]"
"['Sr', 224, 'Ti', 1164, 3.352]"
"['Sr', 224, 'Ti', 1515, 3.408]"
"['Sr', 225, 'Ti', 1028, 3.605]"
"['Sr', 225, 'Ti', 1083, 3.313]"
"['Sr', 225, 'Ti', 1084, 3.41]"
"['Sr', 225, 'Ti', 1090, 3.524]"
"['Sr', 225, 'Ti', 1150, 3.182]"
"['Sr', 225, 'Ti', 1151, 3.64]"
"['Sr', 226, 'Ti', 1050, 3.511]"
"['Sr', 226, 'Ti', 1084, 3.321]"
"['Sr', 226, 'Ti', 1090, 3.449]"
"['Sr', 226, 'Ti', 1091, 3.77]"
"['Sr', 226, 'Ti', 1151, 2.964]"
"['Sr', 226, 'Ti', 1602, 3.381]"
"['Sr', 227, 'Ti', 1050, 3.233]"
"['Sr', 227, 'Ti', 1085, 3.637]"
"['Sr', 227, 'Ti', 1091, 3.284]"
"['Sr', 227, 'Ti', 1121, 3.456]"
"['Sr', 227, 'Ti', 1341, 3.833]"
"['Sr', 227, 'Ti', 1602, 3.388]"
"['Sr', 228, 'Ti', 1085, 3.308]"
"['Sr', 228, 'Ti', 1121, 3.534]"
"['Sr', 228, 'Ti', 1341, 3.378]"
"['Sr', 229, 'Ti', 1158, 3.338]"
"['Sr', 229, 'Ti', 1245, 3.311]"
"['Sr', 230, 'Ti', 1030, 3.318]"
"['Sr', 230, 'Ti', 1134, 3.297]"
"['Sr', 230, 'Ti', 1158, 3.416]"
"['Sr', 230, 'Ti', 1245, 3.408]"
"['Sr', 231, 'Ti', 1087, 3.244]"
"['Sr', 231, 'Ti', 1160, 3.316]"
"['Sr', 232, 'Ti', 1087, 3.474]"
"['Sr', 232, 'Ti', 1160, 3.525]"
"['Sr', 232, 'Ti', 1202, 3.45]"
"['Sr', 232, 'Ti', 1530, 3.393]"
"['Sr', 233, 'Ti', 1164, 3.494]"
"['Sr', 233, 'Ti', 1202, 3.792]"
"['Sr', 233, 'Ti', 1259, 3.105]"
"['Sr', 233, 'Ti', 1515, 3.221]"
"['Sr', 233, 'Ti', 1530, 3.503]"
"['Sr', 234, 'Ti', 1028, 3.291]"
"['Sr', 234, 'Ti', 1162, 3.465]"
"['Sr', 234, 'Ti', 1164, 2.966]"
"['Sr', 234, 'Ti', 1189, 3.386]"
"['Sr', 234, 'Ti', 1259, 3.285]"
"['Sr', 234, 'Ti', 1515, 3.377]"
"['Sr', 235, 'Ti', 1028, 3.275]"
"['Sr', 235, 'Ti', 1090, 3.56]"
"['Sr', 235, 'Ti', 1095, 2.979]"
"['Sr', 235, 'Ti', 1162, 3.315]"
"['Sr', 235, 'Ti', 1163, 3.434]"
"['Sr', 235, 'Ti', 1189, 3.459]"
"['Sr', 236, 'Ti', 1090, 3.267]"
"['Sr', 236, 'Ti', 1091, 3.485]"
"['Sr', 236, 'Ti', 1095, 3.243]"
"['Sr', 236, 'Ti', 1163, 3.435]"
"['Sr', 236, 'Ti', 1602, 3.327]"
"['Sr', 237, 'Ti', 1091, 3.318]"
"['Sr', 237, 'Ti', 1341, 3.421]"
"['Sr', 237, 'Ti', 1495, 3.591]"
"['Sr', 237, 'Ti', 1602, 3.472]"
"['Sr', 238, 'Ti', 1098, 3.723]"
"['Sr', 238, 'Ti', 1341, 3.085]"
"['Sr', 238, 'Ti', 1495, 3.283]"
"['Sr', 239, 'Ti', 1098, 3.325]"
"['Sr', 239, 'Ti', 1158, 3.519]"
"['Sr', 239, 'Ti', 1245, 3.356]"
"['Sr', 240, 'Ti', 1099, 3.272]"
"['Sr', 240, 'Ti', 1134, 3.343]"
"['Sr', 240, 'Ti', 1158, 3.539]"
"['Sr', 240, 'Ti', 1167, 3.288]"
"['Sr', 240, 'Ti', 1245, 3.468]"
"['Sr', 241, 'Ti', 1160, 3.374]"
"['Sr', 242, 'Ti', 1160, 3.515]"
"['Sr', 242, 'Ti', 1202, 3.299]"
"['Sr', 242, 'Ti', 1218, 3.424]"
"['Sr', 242, 'Ti', 1288, 3.497]"
"['Sr', 242, 'Ti', 1530, 3.287]"
"['Sr', 243, 'Ti', 1100, 3.383]"
"['Sr', 243, 'Ti', 1202, 3.351]"
"['Sr', 243, 'Ti', 1218, 3.389]"
"['Sr', 243, 'Ti', 1259, 3.574]"
"['Sr', 243, 'Ti', 1288, 3.445]"
"['Sr', 243, 'Ti', 1530, 3.427]"
"['Sr', 244, 'Ti', 1100, 3.836]"
"['Sr', 244, 'Ti', 1101, 3.608]"
"['Sr', 244, 'Ti', 1162, 2.982]"
"['Sr', 244, 'Ti', 1169, 3.391]"
"['Sr', 244, 'Ti', 1189, 3.244]"
"['Sr', 244, 'Ti', 1259, 3.008]"
"['Sr', 245, 'Ti', 1095, 3.254]"
"['Sr', 245, 'Ti', 1101, 3.378]"
"['Sr', 245, 'Ti', 1162, 3.322]"
"['Sr', 245, 'Ti', 1163, 3.41]"
"['Sr', 245, 'Ti', 1169, 3.455]"
"['Sr', 245, 'Ti', 1189, 3.395]"
"['Sr', 245, 'Ti', 1347, 3.404]"
"['Sr', 246, 'Ti', 1095, 3.663]"
"['Sr', 246, 'Ti', 1163, 3.358]"
"['Sr', 246, 'Ti', 1170, 3.341]"
"['Sr', 246, 'Ti', 1345, 2.986]"
"['Sr', 246, 'Ti', 1347, 3.391]"
"['Sr', 247, 'Ti', 1103, 3.368]"
"['Sr', 247, 'Ti', 1170, 3.414]"
"['Sr', 247, 'Ti', 1171, 3.561]"
"['Sr', 247, 'Ti', 1345, 3.331]"
"['Sr', 247, 'Ti', 1495, 3.378]"
"['Sr', 248, 'Ti', 1098, 3.372]"
"['Sr', 248, 'Ti', 1103, 3.378]"
"['Sr', 248, 'Ti', 1104, 3.375]"
"['Sr', 248, 'Ti', 1171, 3.541]"
"['Sr', 248, 'Ti', 1495, 3.337]"
"['Sr', 248, 'Ti', 1496, 3.399]"
"['Sr', 249, 'Ti', 1098, 3.482]"
"['Sr', 249, 'Ti', 1104, 3.366]"
"['Sr', 249, 'Ti', 1496, 3.452]"
"['Sr', 250, 'Ti', 1099, 3.374]"
"['Sr', 250, 'Ti', 1105, 3.436]"
"['Sr', 250, 'Ti', 1167, 3.368]"
"['Sr', 250, 'Ti', 1174, 3.524]"
"['Sr', 251, 'Ti', 1175, 3.343]"
"['Sr', 251, 'Ti', 1280, 3.449]"
"['Sr', 252, 'Ti', 1175, 3.443]"
"['Sr', 252, 'Ti', 1218, 3.433]"
"['Sr', 252, 'Ti', 1280, 3.497]"
"['Sr', 252, 'Ti', 1288, 3.42]"
"['Sr', 253, 'Ti', 1041, 3.467]"
