"['atom A', 'A no.', 'B no.', 'Distance (A)']"
"['Bi', 107, 'O', 482, 2.295]"
"['Bi', 107, 'O', 483, 2.337]"
"['Bi', 107, 'O', 485, 4.659]"
"['Bi', 107, 'O', 494, 4.687]"
"['Bi', 107, 'O', 495, 2.535]"
"['Bi', 107, 'O', 496, 3.086]"
"['Bi', 107, 'O', 497, 2.381]"
"['Bi', 107, 'O', 498, 2.482]"
"['Bi', 107, 'O', 499, 2.221]"
"['Bi', 107, 'O', 500, 4.448]"
"['Bi', 107, 'O', 511, 4.244]"
"['Bi', 107, 'O', 514, 4.464]"
"['Bi', 107, 'O', 555, 4.43]"
"['Bi', 107, 'O', 558, 4.6]"
"['Bi', 107, 'O', 570, 4.368]"
"['Bi', 107, 'O', 573, 4.124]"
"['Bi', 108, 'Na', 50, 3.77]"
"['Bi', 108, 'Bi', 97, 3.987]"
"['Bi', 108, 'Bi', 105, 3.958]"
"['Bi', 108, 'Bi', 107, 3.831]"
"['Bi', 108, 'Bi', 108, 0.0]"
"['Bi', 108, 'Bi', 112, 4.005]"
"['Bi', 108, 'Bi', 123, 3.985]"
"['Bi', 108, 'Ti', 178, 3.361]"
"['Bi', 108, 'Ti', 179, 3.405]"
"['Bi', 108, 'Ti', 183, 3.667]"
"['Bi', 108, 'Ti', 184, 3.215]"
"['Bi', 108, 'Ti', 203, 3.785]"
"['Bi', 108, 'Ti', 204, 3.8]"
"['Bi', 108, 'Ti', 208, 3.497]"
"['Bi', 108, 'Ti', 209, 3.296]"
"['Bi', 108, 'O', 407, 4.761]"
"['Bi', 108, 'O', 408, 4.428]"
"['Bi', 108, 'O', 409, 4.645]"
"['Bi', 108, 'O', 410, 2.621]"
"['Bi', 108, 'O', 411, 4.547]"
"['Bi', 108, 'O', 413, 4.428]"
"['Bi', 108, 'O', 422, 4.942]"
"['Bi', 108, 'O', 423, 4.479]"
"['Bi', 108, 'O', 424, 2.231]"
"['Bi', 108, 'O', 425, 2.307]"
"['Bi', 108, 'O', 426, 4.568]"
"['Bi', 108, 'O', 427, 2.332]"
"['Bi', 108, 'O', 428, 4.729]"
"['Bi', 108, 'O', 439, 4.406]"
"['Bi', 108, 'O', 442, 4.489]"
"['Bi', 108, 'O', 482, 4.566]"
"['Bi', 108, 'O', 483, 2.591]"
"['Bi', 108, 'O', 485, 2.93]"
"['Bi', 108, 'O', 486, 2.983]"
"['Bi', 108, 'O', 497, 4.881]"
"['Bi', 108, 'O', 498, 2.366]"
"['Bi', 108, 'O', 499, 2.604]"
"['Bi', 108, 'O', 500, 2.907]"
"['Bi', 108, 'O', 501, 2.299]"
"['Bi', 108, 'O', 502, 2.844]"
"['Bi', 108, 'O', 503, 4.808]"
"['Bi', 108, 'O', 514, 4.87]"
"['Bi', 108, 'O', 517, 4.309]"
"['Bi', 108, 'O', 558, 4.575]"
"['Bi', 108, 'O', 573, 4.45]"
"['Bi', 108, 'O', 576, 4.624]"
"['Bi', 109, 'Na', 49, 3.761]"
"['Bi', 109, 'Bi', 98, 3.878]"
"['Bi', 109, 'Bi', 109, 0.0]"
"['Bi', 109, 'Bi', 113, 3.911]"
"['Bi', 109, 'Ti', 185, 3.413]"
"['Bi', 109, 'Ti', 190, 3.507]"
"['Bi', 109, 'Ti', 210, 3.574]"
"['Bi', 109, 'Ti', 215, 2.903]"
"['Bi', 109, 'O', 416, 2.718]"
"['Bi', 109, 'O', 428, 4.64]"
"['Bi', 109, 'O', 429, 4.456]"
"['Bi', 109, 'O', 430, 4.688]"
"['Bi', 109, 'O', 443, 4.52]"
"['Bi', 109, 'O', 444, 4.883]"
"['Bi', 109, 'O', 445, 3.106]"
"['Bi', 109, 'O', 460, 4.448]"
"['Bi', 109, 'O', 491, 2.788]"
"['Bi', 109, 'O', 504, 3.172]"
"['Bi', 109, 'O', 518, 4.342]"
"['Bi', 109, 'O', 519, 2.007]"
"['Bi', 109, 'O', 520, 3.17]"
"['Bi', 109, 'O', 535, 4.585]"
"['Bi', 109, 'O', 594, 4.508]"
"['Bi', 110, 'Pb', 3, 3.93]"
"['Bi', 110, 'Na', 52, 3.92]"
"['Bi', 110, 'Na', 59, 4.974]"
"['Bi', 110, 'Na', 60, 4.109]"
"['Bi', 110, 'Na', 64, 4.968]"
"['Bi', 110, 'Bi', 106, 3.924]"
"['Bi', 110, 'Bi', 110, 0.0]"
"['Bi', 110, 'Bi', 111, 4.128]"
"['Bi', 110, 'Ti', 181, 3.627]"
"['Bi', 110, 'Ti', 182, 3.32]"
"['Bi', 110, 'Ti', 186, 3.353]"
"['Bi', 110, 'Ti', 187, 3.7]"
"['Bi', 110, 'Ti', 206, 3.41]"
"['Bi', 110, 'Ti', 207, 3.486]"
"['Bi', 110, 'Ti', 211, 3.077]"
"['Bi', 110, 'Ti', 212, 3.295]"
"['Bi', 110, 'O', 417, 4.775]"
"['Bi', 110, 'O', 418, 4.619]"
"['Bi', 110, 'O', 419, 2.567]"
"['Bi', 110, 'O', 420, 4.528]"
"['Bi', 110, 'O', 421, 4.709]"
"['Bi', 110, 'O', 422, 4.916]"
"['Bi', 110, 'O', 431, 4.878]"
"['Bi', 110, 'O', 433, 3.19]"
"['Bi', 110, 'O', 434, 2.602]"
"['Bi', 110, 'O', 436, 3.043]"
"['Bi', 110, 'O', 437, 4.506]"
"['Bi', 110, 'O', 448, 4.819]"
"['Bi', 110, 'O', 451, 4.407]"
"['Bi', 110, 'O', 492, 2.451]"
"['Bi', 110, 'O', 493, 4.623]"
"['Bi', 110, 'O', 494, 3.171]"
"['Bi', 110, 'O', 495, 3.198]"
"['Bi', 110, 'O', 496, 4.771]"
"['Bi', 110, 'O', 497, 4.426]"
"['Bi', 110, 'O', 506, 4.408]"
"['Bi', 110, 'O', 507, 2.418]"
"['Bi', 110, 'O', 508, 2.307]"
"['Bi', 110, 'O', 509, 2.081]"
"['Bi', 110, 'O', 510, 2.703]"
"['Bi', 110, 'O', 511, 2.95]"
"['Bi', 110, 'O', 512, 4.765]"
"['Bi', 110, 'O', 523, 4.422]"
"['Bi', 110, 'O', 526, 4.575]"
"['Bi', 110, 'O', 567, 4.268]"
"['Bi', 110, 'O', 582, 4.389]"
"['Bi', 110, 'O', 585, 4.345]"
"['Bi', 111, 'Na', 40, 4.127]"
"['Bi', 111, 'Na', 53, 3.538]"
"['Bi', 111, 'Na', 61, 3.602]"
"['Bi', 111, 'Bi', 107, 4.025]"
"['Bi', 111, 'Bi', 110, 4.128]"
"['Bi', 111, 'Bi', 111, 0.0]"
"['Bi', 111, 'Bi', 112, 3.817]"
"['Bi', 111, 'Ti', 182, 3.34]"
"['Bi', 111, 'Ti', 183, 3.292]"
"['Bi', 111, 'Ti', 187, 3.373]"
"['Bi', 111, 'Ti', 188, 3.391]"
"['Bi', 111, 'Ti', 207, 3.784]"
"['Bi', 111, 'Ti', 208, 3.02]"
"['Bi', 111, 'Ti', 212, 2.902]"
"['Bi', 111, 'Ti', 213, 3.388]"
"['Bi', 111, 'O', 419, 4.955]"
"['Bi', 111, 'O', 420, 4.86]"
"['Bi', 111, 'O', 422, 3.111]"
"['Bi', 111, 'O', 423, 4.906]"
"['Bi', 111, 'O', 424, 4.689]"
"['Bi', 111, 'O', 425, 4.822]"
"['Bi', 111, 'O', 434, 4.727]"
"['Bi', 111, 'O', 435, 4.946]"
"['Bi', 111, 'O', 436, 3.193]"
"['Bi', 111, 'O', 437, 2.227]"
"['Bi', 111, 'O', 438, 4.685]"
"['Bi', 111, 'O', 439, 3.171]"
"['Bi', 111, 'O', 440, 4.715]"
"['Bi', 111, 'O', 451, 4.62]"
"['Bi', 111, 'O', 454, 4.456]"
"['Bi', 111, 'O', 495, 3.192]"
"['Bi', 111, 'O', 497, 2.463]"
"['Bi', 111, 'O', 498, 3.162]"
"['Bi', 111, 'O', 499, 4.693]"
"['Bi', 111, 'O', 500, 4.338]"
"['Bi', 111, 'O', 509, 4.421]"
"['Bi', 111, 'O', 510, 2.709]"
"['Bi', 111, 'O', 511, 2.551]"
"['Bi', 111, 'O', 512, 2.215]"
"['Bi', 111, 'O', 513, 2.748]"
"['Bi', 111, 'O', 514, 2.329]"
"['Bi', 111, 'O', 515, 4.581]"
"['Bi', 111, 'O', 526, 4.385]"
"['Bi', 111, 'O', 529, 4.381]"
"['Bi', 111, 'O', 573, 4.616]"
"['Bi', 111, 'O', 585, 4.468]"
"['Bi', 111, 'O', 588, 4.495]"
"['Bi', 112, 'Na', 53, 4.929]"
"['Bi', 112, 'Na', 54, 4.076]"
"['Bi', 112, 'Na', 62, 4.169]"
"['Bi', 112, 'Bi', 99, 3.5]"
"['Bi', 112, 'Bi', 108, 4.005]"
"['Bi', 112, 'Bi', 111, 3.817]"
"['Bi', 112, 'Bi', 112, 0.0]"
"['Bi', 112, 'Bi', 113, 3.956]"
"['Bi', 112, 'Ti', 183, 3.503]"
"['Bi', 112, 'Ti', 184, 3.36]"
"['Bi', 112, 'Ti', 188, 3.254]"
"['Bi', 112, 'Ti', 189, 3.403]"
"['Bi', 112, 'Ti', 208, 3.643]"
"['Bi', 112, 'Ti', 209, 3.608]"
"['Bi', 112, 'Ti', 213, 3.358]"
"['Bi', 112, 'Ti', 214, 3.271]"
"['Bi', 112, 'O', 423, 4.303]"
"['Bi', 112, 'O', 424, 4.507]"
"['Bi', 112, 'O', 425, 3.035]"
"['Bi', 112, 'O', 426, 4.727]"
"['Bi', 112, 'O', 427, 4.576]"
"['Bi', 112, 'O', 428, 4.31]"
"['Bi', 112, 'O', 437, 4.469]"
"['Bi', 112, 'O', 438, 4.446]"
"['Bi', 112, 'O', 439, 2.465]"
"['Bi', 112, 'O', 440, 2.255]"
"['Bi', 112, 'O', 441, 4.462]"
"['Bi', 112, 'O', 442, 2.64]"
"['Bi', 112, 'O', 443, 4.735]"
"['Bi', 112, 'O', 454, 4.396]"
"['Bi', 112, 'O', 457, 4.406]"
"['Bi', 112, 'O', 497, 4.97]"
"['Bi', 112, 'O', 498, 3.183]"
"['Bi', 112, 'O', 499, 4.93]"
"['Bi', 112, 'O', 500, 2.825]"
"['Bi', 112, 'O', 501, 3.166]"
"['Bi', 112, 'O', 512, 4.449]"
"['Bi', 112, 'O', 513, 2.353]"
"['Bi', 112, 'O', 514, 3.12]"
"['Bi', 112, 'O', 515, 2.392]"
"['Bi', 112, 'O', 516, 2.326]"
"['Bi', 112, 'O', 517, 2.647]"
"['Bi', 112, 'O', 518, 4.8]"
"['Bi', 112, 'O', 529, 4.52]"
"['Bi', 112, 'O', 532, 4.603]"
"['Bi', 112, 'O', 573, 4.933]"
"['Bi', 112, 'O', 576, 4.701]"
"['Bi', 112, 'O', 588, 4.791]"
"['Bi', 112, 'O', 591, 4.932]"
"['Bi', 113, 'Na', 41, 3.892]"
"['Bi', 113, 'Na', 50, 3.818]"
"['Bi', 113, 'Bi', 109, 3.911]"
"['Bi', 113, 'Bi', 112, 3.956]"
"['Bi', 113, 'Bi', 113, 0.0]"
"['Bi', 113, 'Bi', 114, 3.821]"
"['Bi', 113, 'Bi', 125, 3.75]"
"['Bi', 113, 'Ti', 184, 3.351]"
"['Bi', 113, 'Ti', 185, 2.902]"
"['Bi', 113, 'Ti', 189, 3.402]"
"['Bi', 113, 'Ti', 190, 3.532]"
"['Bi', 113, 'Ti', 209, 3.488]"
"['Bi', 113, 'Ti', 210, 3.599]"
"['Bi', 113, 'Ti', 214, 3.198]"
"['Bi', 113, 'Ti', 215, 3.58]"
"['Bi', 113, 'O', 416, 4.324]"
"['Bi', 113, 'O', 426, 4.488]"
"['Bi', 113, 'O', 427, 4.552]"
"['Bi', 113, 'O', 428, 2.028]"
"['Bi', 113, 'O', 429, 4.409]"
"['Bi', 113, 'O', 430, 4.427]"
"['Bi', 113, 'O', 440, 4.541]"
"['Bi', 113, 'O', 441, 4.787]"
"['Bi', 113, 'O', 442, 3.091]"
"['Bi', 113, 'O', 443, 2.707]"
"['Bi', 113, 'O', 445, 2.614]"
"['Bi', 113, 'O', 457, 4.829]"
"['Bi', 113, 'O', 491, 4.586]"
"['Bi', 113, 'O', 500, 4.926]"
"['Bi', 113, 'O', 501, 3.2]"
"['Bi', 113, 'O', 503, 3.191]"
"['Bi', 113, 'O', 504, 2.246]"
"['Bi', 113, 'O', 505, 4.819]"
"['Bi', 113, 'O', 515, 4.422]"
"['Bi', 113, 'O', 516, 2.836]"
"['Bi', 113, 'O', 517, 2.74]"
"['Bi', 113, 'O', 518, 2.468]"
"['Bi', 113, 'O', 519, 3.188]"
"['Bi', 113, 'O', 520, 2.774]"
"['Bi', 113, 'O', 532, 4.417]"
"['Bi', 113, 'O', 535, 4.728]"
"['Bi', 113, 'O', 576, 4.645]"
"['Bi', 113, 'O', 579, 4.988]"
"['Bi', 113, 'O', 591, 4.507]"
"['Bi', 113, 'O', 594, 4.56]"
"['Bi', 114, 'Na', 54, 3.972]"
"['Bi', 114, 'Na', 66, 3.625]"
"['Bi', 114, 'Bi', 102, 4.3]"
"['Bi', 114, 'Bi', 113, 3.821]"
"['Bi', 114, 'Bi', 114, 0.0]"
"['Bi', 114, 'Bi', 118, 3.942]"
"['Bi', 114, 'Bi', 125, 4.848]"
"['Bi', 114, 'Ti', 189, 3.557]"
"['Bi', 114, 'Ti', 190, 3.362]"
"['Bi', 114, 'Ti', 194, 3.773]"
"['Bi', 114, 'Ti', 195, 3.455]"
"['Bi', 114, 'Ti', 214, 3.453]"
"['Bi', 114, 'Ti', 215, 3.278]"
"['Bi', 114, 'Ti', 219, 3.372]"
"['Bi', 114, 'Ti', 220, 3.317]"
"['Bi', 114, 'O', 440, 4.806]"
"['Bi', 114, 'O', 443, 3.036]"
"['Bi', 114, 'O', 445, 4.384]"
"['Bi', 114, 'O', 446, 4.891]"
"['Bi', 114, 'O', 457, 3.148]"
"['Bi', 114, 'O', 458, 3.19]"
"['Bi', 114, 'O', 460, 3.133]"
"['Bi', 114, 'O', 472, 4.742]"
"['Bi', 114, 'O', 515, 4.572]"
"['Bi', 114, 'O', 516, 3.111]"
"['Bi', 114, 'O', 517, 4.918]"
"['Bi', 114, 'O', 518, 2.609]"
"['Bi', 114, 'O', 519, 3.18]"
"['Bi', 114, 'O', 520, 4.45]"
"['Bi', 114, 'O', 521, 4.539]"
"['Bi', 114, 'O', 530, 4.742]"
"['Bi', 114, 'O', 531, 3.192]"
"['Bi', 114, 'O', 532, 2.222]"
"['Bi', 114, 'O', 533, 3.15]"
"['Bi', 114, 'O', 534, 2.9]"
"['Bi', 114, 'O', 535, 2.321]"
"['Bi', 114, 'O', 550, 4.627]"
"['Bi', 114, 'O', 591, 4.404]"
"['Bi', 114, 'O', 594, 4.425]"
"['Bi', 114, 'O', 606, 4.427]"
"['Bi', 114, 'O', 609, 4.606]"
"['Bi', 115, 'Na', 67, 3.701]"
"['Bi', 115, 'Bi', 103, 4.017]"
"['Bi', 115, 'Bi', 115, 0.0]"
"['Bi', 115, 'Bi', 118, 3.802]"
"['Bi', 115, 'Ti', 195, 3.572]"
"['Bi', 115, 'Ti', 200, 3.44]"
"['Bi', 115, 'Ti', 220, 3.618]"
"['Bi', 115, 'Ti', 225, 3.38]"
"['Bi', 115, 'O', 415, 4.867]"
"['Bi', 115, 'O', 446, 3.176]"
"['Bi', 115, 'O', 458, 4.697]"
"['Bi', 115, 'O', 459, 4.691]"
"['Bi', 115, 'O', 460, 4.749]"
"['Bi', 115, 'O', 473, 4.62]"
"['Bi', 115, 'O', 474, 4.86]"
"['Bi', 115, 'O', 475, 2.54]"
"['Bi', 115, 'O', 490, 4.778]"
"['Bi', 115, 'O', 521, 2.576]"
"['Bi', 115, 'O', 533, 4.585]"
"['Bi', 115, 'O', 534, 2.677]"
"['Bi', 115, 'O', 535, 4.845]"
"['Bi', 115, 'O', 536, 2.781]"
"['Bi', 115, 'O', 548, 4.53]"
"['Bi', 115, 'O', 549, 2.254]"
"['Bi', 115, 'O', 550, 3.167]"
"['Bi', 115, 'O', 609, 4.575]"
"['Bi', 115, 'O', 624, 4.694]"
"['Bi', 116, 'Pb', 5, 3.833]"
"['Bi', 116, 'Pb', 8, 4.085]"
"['Bi', 116, 'Na', 44, 4.016]"
"['Bi', 116, 'Na', 52, 3.914]"
"['Bi', 116, 'Bi', 116, 0.0]"
"['Bi', 116, 'Bi', 117, 4.183]"
"['Bi', 116, 'Ti', 191, 3.552]"
"['Bi', 116, 'Ti', 192, 3.342]"
"['Bi', 116, 'Ti', 196, 3.44]"
"['Bi', 116, 'Ti', 197, 3.441]"
"['Bi', 116, 'Ti', 216, 3.444]"
"['Bi', 116, 'Ti', 217, 3.37]"
"['Bi', 116, 'Ti', 221, 3.74]"
"['Bi', 116, 'Ti', 222, 3.335]"
"['Bi', 116, 'O', 448, 4.569]"
"['Bi', 116, 'O', 449, 2.729]"
"['Bi', 116, 'O', 450, 4.509]"
"['Bi', 116, 'O', 451, 4.93]"
"['Bi', 116, 'O', 452, 4.766]"
"['Bi', 116, 'O', 461, 4.504]"
"['Bi', 116, 'O', 463, 3.161]"
"['Bi', 116, 'O', 464, 3.196]"
"['Bi', 116, 'O', 465, 4.999]"
"['Bi', 116, 'O', 466, 2.433]"
"['Bi', 116, 'O', 478, 4.569]"
"['Bi', 116, 'O', 522, 3.075]"
"['Bi', 116, 'O', 523, 4.884]"
"['Bi', 116, 'O', 524, 3.162]"
"['Bi', 116, 'O', 525, 3.192]"
"['Bi', 116, 'O', 527, 4.428]"
"['Bi', 116, 'O', 537, 2.792]"
"['Bi', 116, 'O', 538, 2.362]"
"['Bi', 116, 'O', 539, 2.642]"
"['Bi', 116, 'O', 540, 2.924]"
"['Bi', 116, 'O', 541, 2.443]"
"['Bi', 116, 'O', 542, 4.306]"
"['Bi', 116, 'O', 597, 4.357]"
"['Bi', 116, 'O', 600, 4.433]"
"['Bi', 116, 'O', 612, 4.367]"
"['Bi', 116, 'O', 615, 4.684]"
"['Bi', 117, 'Na', 45, 3.969]"
"['Bi', 117, 'Na', 53, 4.147]"
"['Bi', 117, 'Na', 55, 3.633]"
"['Bi', 117, 'Na', 68, 4.035]"
"['Bi', 117, 'Bi', 116, 4.183]"
"['Bi', 117, 'Bi', 117, 0.0]"
"['Bi', 117, 'Ti', 192, 3.742]"
"['Bi', 117, 'Ti', 193, 3.436]"
"['Bi', 117, 'Ti', 197, 3.659]"
"['Bi', 117, 'Ti', 198, 3.454]"
"['Bi', 117, 'Ti', 217, 3.581]"
"['Bi', 117, 'Ti', 218, 3.113]"
"['Bi', 117, 'Ti', 222, 3.691]"
"['Bi', 117, 'Ti', 223, 3.301]"
"['Bi', 117, 'O', 450, 4.587]"
"['Bi', 117, 'O', 452, 3.146]"
"['Bi', 117, 'O', 454, 4.85]"
"['Bi', 117, 'O', 455, 4.547]"
"['Bi', 117, 'O', 466, 3.156]"
"['Bi', 117, 'O', 467, 3.196]"
"['Bi', 117, 'O', 469, 2.538]"
"['Bi', 117, 'O', 470, 4.645]"
"['Bi', 117, 'O', 484, 4.487]"
"['Bi', 117, 'O', 525, 3.15]"
"['Bi', 117, 'O', 526, 4.937]"
"['Bi', 117, 'O', 527, 2.337]"
"['Bi', 117, 'O', 528, 2.185]"
"['Bi', 117, 'O', 529, 4.488]"
"['Bi', 117, 'O', 530, 4.444]"
"['Bi', 117, 'O', 540, 3.094]"
"['Bi', 117, 'O', 541, 3.156]"
"['Bi', 117, 'O', 542, 2.643]"
"['Bi', 117, 'O', 543, 2.31]"
"['Bi', 117, 'O', 544, 2.275]"
"['Bi', 117, 'O', 545, 4.35]"
"['Bi', 117, 'O', 600, 4.451]"
"['Bi', 117, 'O', 603, 4.244]"
"['Bi', 117, 'O', 615, 4.862]"
"['Bi', 117, 'O', 618, 4.396]"
"['Bi', 118, 'Pb', 4, 4.247]"
"['Bi', 118, 'Pb', 10, 3.992]"
"['Bi', 118, 'Na', 48, 3.822]"
"['Bi', 118, 'Na', 55, 3.963]"
"['Bi', 118, 'Bi', 114, 3.942]"
"['Bi', 118, 'Bi', 115, 3.802]"
"['Bi', 118, 'Bi', 118, 0.0]"
"['Bi', 118, 'Ti', 194, 3.8]"
"['Bi', 118, 'Ti', 195, 3.381]"
"['Bi', 118, 'Ti', 199, 3.515]"
"['Bi', 118, 'Ti', 200, 3.687]"
"['Bi', 118, 'Ti', 219, 3.332]"
"['Bi', 118, 'Ti', 220, 3.388]"
"['Bi', 118, 'Ti', 224, 3.699]"
"['Bi', 118, 'Ti', 225, 3.304]"
"['Bi', 118, 'O', 446, 4.768]"
"['Bi', 118, 'O', 455, 4.982]"
"['Bi', 118, 'O', 457, 4.869]"
"['Bi', 118, 'O', 458, 2.837]"
"['Bi', 118, 'O', 460, 4.93]"
"['Bi', 118, 'O', 470, 4.858]"
"['Bi', 118, 'O', 471, 4.927]"
"['Bi', 118, 'O', 472, 2.523]"
"['Bi', 118, 'O', 473, 3.148]"
"['Bi', 118, 'O', 475, 3.199]"
"['Bi', 118, 'O', 487, 4.543]"
"['Bi', 118, 'O', 490, 4.854]"
"['Bi', 118, 'O', 521, 4.405]"
"['Bi', 118, 'O', 530, 4.569]"
"['Bi', 118, 'O', 531, 2.594]"
"['Bi', 118, 'O', 532, 4.519]"
"['Bi', 118, 'O', 533, 2.327]"
"['Bi', 118, 'O', 534, 2.461]"
"['Bi', 118, 'O', 535, 4.548]"
"['Bi', 118, 'O', 536, 4.72]"
"['Bi', 118, 'O', 545, 4.765]"
"['Bi', 118, 'O', 546, 3.005]"
"['Bi', 118, 'O', 547, 3.15]"
"['Bi', 118, 'O', 548, 2.426]"
"['Bi', 118, 'O', 549, 3.022]"
"['Bi', 118, 'O', 550, 2.284]"
"['Bi', 118, 'O', 606, 4.382]"
"['Bi', 118, 'O', 609, 4.37]"
"['Bi', 118, 'O', 621, 4.766]"
"['Bi', 118, 'O', 624, 4.47]"
"['Bi', 119, 'Pb', 6, 4.145]"
"['Bi', 119, 'Pb', 10, 3.598]"
"['Bi', 119, 'Na', 48, 4.065]"
"['Bi', 119, 'Na', 56, 3.7]"
"['Bi', 119, 'Bi', 70, 3.596]"
"['Bi', 119, 'Bi', 119, 0.0]"
"['Bi', 119, 'Ti', 224, 3.596]"
"['Bi', 119, 'Ti', 225, 3.213]"
"['Bi', 119, 'Ti', 249, 3.382]"
"['Bi', 119, 'Ti', 250, 3.278]"
"['Bi', 119, 'O', 321, 4.61]"
"['Bi', 119, 'O', 324, 4.49]"
"['Bi', 119, 'O', 487, 2.768]"
"['Bi', 119, 'O', 490, 2.427]"
"['Bi', 119, 'O', 536, 4.445]"
"['Bi', 119, 'O', 546, 4.686]"
"['Bi', 119, 'O', 548, 3.198]"
"['Bi', 119, 'O', 550, 4.487]"
"['Bi', 119, 'O', 611, 4.441]"
"['Bi', 119, 'O', 620, 4.584]"
"['Bi', 119, 'O', 621, 3.09]"
"['Bi', 119, 'O', 622, 4.656]"
"['Bi', 119, 'O', 623, 2.689]"
"['Bi', 119, 'O', 624, 2.329]"
"['Bi', 119, 'O', 625, 4.615]"
"['Bi', 120, 'Na', 14, 4.984]"
"['Bi', 120, 'Na', 59, 3.946]"
"['Bi', 120, 'Bi', 71, 3.638]"
"['Bi', 120, 'Bi', 120, 0.0]"
"['Bi', 120, 'Bi', 121, 3.767]"
"['Bi', 120, 'Ti', 201, 3.297]"
"['Bi', 120, 'Ti', 206, 3.498]"
"['Bi', 120, 'Ti', 226, 3.34]"
"['Bi', 120, 'Ti', 231, 3.192]"
"['Bi', 120, 'O', 252, 4.304]"
"['Bi', 120, 'O', 267, 4.588]"
"['Bi', 120, 'O', 476, 2.876]"
"['Bi', 120, 'O', 479, 4.489]"
"['Bi', 120, 'O', 493, 3.182]"
"['Bi', 120, 'O', 494, 4.545]"
"['Bi', 120, 'O', 552, 2.361]"
"['Bi', 120, 'O', 553, 4.427]"
"['Bi', 120, 'O', 554, 4.363]"
"['Bi', 120, 'O', 566, 2.285]"
"['Bi', 120, 'O', 567, 3.198]"
"['Bi', 120, 'O', 568, 2.623]"
"['Bi', 120, 'O', 569, 4.448]"
"['Bi', 120, 'O', 583, 4.404]"
"['Bi', 121, 'Na', 14, 3.645]"
"['Bi', 121, 'Na', 57, 3.711]"
"['Bi', 121, 'Na', 60, 3.773]"
"['Bi', 121, 'Bi', 106, 3.894]"
"['Bi', 121, 'Bi', 120, 3.767]"
"['Bi', 121, 'Bi', 121, 0.0]"
"['Bi', 121, 'Bi', 122, 3.806]"
"['Bi', 121, 'Ti', 201, 3.458]"
"['Bi', 121, 'Ti', 202, 3.469]"
"['Bi', 121, 'Ti', 206, 3.765]"
"['Bi', 121, 'Ti', 207, 3.231]"
"['Bi', 121, 'Ti', 226, 3.453]"
"['Bi', 121, 'Ti', 227, 3.303]"
"['Bi', 121, 'Ti', 231, 2.908]"
"['Bi', 121, 'Ti', 232, 3.42]"
"['Bi', 121, 'O', 252, 4.454]"
"['Bi', 121, 'O', 255, 4.424]"
"['Bi', 121, 'O', 267, 4.46]"
"['Bi', 121, 'O', 270, 4.525]"
"['Bi', 121, 'O', 476, 4.708]"
"['Bi', 121, 'O', 477, 4.848]"
"['Bi', 121, 'O', 479, 2.286]"
"['Bi', 121, 'O', 480, 4.529]"
"['Bi', 121, 'O', 481, 4.525]"
"['Bi', 121, 'O', 482, 4.937]"
"['Bi', 121, 'O', 493, 2.998]"
"['Bi', 121, 'O', 494, 2.599]"
"['Bi', 121, 'O', 495, 4.59]"
"['Bi', 121, 'O', 496, 2.519]"
"['Bi', 121, 'O', 497, 4.918]"
"['Bi', 121, 'O', 508, 4.666]"
"['Bi', 121, 'O', 511, 4.807]"
"['Bi', 121, 'O', 552, 2.59]"
"['Bi', 121, 'O', 553, 4.466]"
"['Bi', 121, 'O', 554, 2.288]"
"['Bi', 121, 'O', 555, 2.407]"
"['Bi', 121, 'O', 556, 4.583]"
"['Bi', 121, 'O', 557, 4.747]"
"['Bi', 121, 'O', 566, 4.448]"
"['Bi', 121, 'O', 567, 2.874]"
"['Bi', 121, 'O', 568, 2.343]"
"['Bi', 121, 'O', 569, 2.36]"
"['Bi', 121, 'O', 570, 2.464]"
"['Bi', 121, 'O', 571, 2.644]"
"['Bi', 121, 'O', 572, 4.422]"
"['Bi', 121, 'O', 583, 4.657]"
"['Bi', 121, 'O', 586, 4.566]"
"['Bi', 122, 'Na', 16, 4.975]"
"['Bi', 122, 'Na', 58, 4.037]"
"['Bi', 122, 'Na', 61, 3.501]"
"['Bi', 122, 'Bi', 72, 3.651]"
"['Bi', 122, 'Bi', 107, 3.814]"
"['Bi', 122, 'Bi', 121, 3.806]"
"['Bi', 122, 'Bi', 122, 0.0]"
"['Bi', 122, 'Bi', 123, 4.005]"
"['Bi', 122, 'Ti', 202, 3.468]"
"['Bi', 122, 'Ti', 203, 3.618]"
"['Bi', 122, 'Ti', 207, 3.312]"
"['Bi', 122, 'Ti', 208, 3.405]"
"['Bi', 122, 'Ti', 227, 3.39]"
"['Bi', 122, 'Ti', 228, 3.436]"
"['Bi', 122, 'Ti', 232, 3.312]"
"['Bi', 122, 'Ti', 233, 2.915]"
"['Bi', 122, 'O', 255, 4.516]"
"['Bi', 122, 'O', 258, 4.684]"
"['Bi', 122, 'O', 270, 4.348]"
"['Bi', 122, 'O', 273, 4.519]"
"['Bi', 122, 'O', 479, 4.484]"
"['Bi', 122, 'O', 480, 4.637]"
"['Bi', 122, 'O', 481, 4.969]"
"['Bi', 122, 'O', 482, 3.08]"
"['Bi', 122, 'O', 483, 4.684]"
"['Bi', 122, 'O', 494, 4.585]"
"['Bi', 122, 'O', 495, 4.425]"
"['Bi', 122, 'O', 496, 3.19]"
"['Bi', 122, 'O', 497, 3.192]"
"['Bi', 122, 'O', 498, 4.822]"
"['Bi', 122, 'O', 499, 3.193]"
